Name,Total_CPU,Total_IO,Total_Network,Input_Size,Output_Size
sentinelRoleCommand,121.42000000000004,62.16,32.28,8,8
sentinelSetCommand,128.95000000000005,65.95,34.2,8,8
sentinelPublishCommand,129.15000000000003,66.05,34.25,8,8
sentinelCheckSubjectivelyDown,130.75000000000003,66.85,34.65,8,8
sentinelCheckObjectivelyDown,132.40000000000003,67.69999999999999,35.1,8,8
sentinelReceiveIsMasterDownReply,133.60000000000002,68.29999999999998,35.4,24,8
sentinelAskMasterStateToOtherSentinels,135.05,69.04999999999998,35.8,12,8
sentinelSimFailureCrash,135.05,69.04999999999998,35.8,8,0
sentinelVoteLeader,135.85000000000002,69.44999999999999,36.0,32,8
sentinelLeaderIncr,136.25000000000003,69.64999999999999,36.1,16,8
sentinelGetLeader,138.35000000000002,70.74999999999999,36.7,16,8
sentinelSendSlaveOf,140.20000000000002,71.69999999999999,37.2,16,8
sentinelStartFailover,140.20000000000002,71.69999999999999,37.2,8,8
sentinelStartFailoverIfNeeded,141.00000000000003,72.1,37.400000000000006,8,8
compareSlavesForPromotion,142.20000000000002,72.69999999999999,37.7,16,8
sentinelSelectSlave,144.45000000000002,73.85,38.300000000000004,8,8
sentinelFailoverWaitStart,145.25000000000003,74.25,38.50000000000001,8,8
sentinelFailoverSelectSlave,145.65000000000003,74.45,38.60000000000001,8,8
sentinelFailoverSendSlaveOfNoOne,146.25000000000003,74.75,38.75000000000001,8,8
sentinelFailoverWaitPromotion,146.45000000000002,74.85,38.800000000000004,8,8
sentinelFailoverDetectEnd,148.75000000000003,76.05,39.45,8,8
sentinelFailoverReconfNextSlave,150.45000000000002,76.95,39.95,8,8
sentinelFailoverSwitchToPromotedSlave,150.65,77.05,40.0,8,8
sentinelFailoverStateMachine,151.05,77.25,40.1,8,8
sentinelAbortFailover,151.25,77.35,40.15,8,8
sentinelHandleRedisInstance,152.25,77.85,40.4,8,8
sentinelHandleDictOfRedisInstances,153.15,78.35,40.67,8,8
sentinelCheckTiltCondition,153.35,78.44999999999999,40.72,8,0
sentinelTimer,153.35,78.44999999999999,40.72,8,0
disableTracking,0.8500000000000001,0.45000000000000007,0.25,8,8
stringCheckPrefix,1.05,0.55,0.3,24,8
checkPrefixCollisionsOrReply,2.7,1.5,0.8500000000000001,20,8
enableBcastTrackingForPrefix,3.3000000000000003,1.8,1.0,20,8
enableTracking,4.3500000000000005,2.35,1.3,36,8
trackingRememberKeys,5.6000000000000005,3.0,1.65,16,8
sendTrackingMessage,8.0,4.2,2.25,24,8
trackingRememberKeyToBroadcast,8.65,4.55,2.45,20,8
trackingInvalidateKey,10.3,5.4,2.9000000000000004,20,8
trackingHandlePendingKeyInvalidations,11.75,6.15,3.3000000000000003,8,8
freeTrackingRadixTreeCallback,11.75,6.15,3.3000000000000003,8,8
freeTrackingRadixTree,11.75,6.15,3.3000000000000003,8,8
trackingInvalidateKeysOnFlush,13.4,7.0,3.7500000000000004,4,8
trackingLimitUsedSlots,14.65,7.65,4.1000000000000005,8,8
trackingBuildBroadcastReply,16.15,8.450000000000001,4.550000000000001,16,8
trackingBroadcastInvalidationMessages,17.799999999999997,9.350000000000001,5.050000000000001,8,8
trackingGetTotalItems,17.799999999999997,9.350000000000001,5.050000000000001,8,8
trackingGetTotalKeys,17.999999999999996,9.450000000000001,5.1000000000000005,8,8
trackingGetTotalPrefixes,18.199999999999996,9.55,5.15,8,8
checkBlockedClientTimeout,0.4,0.2,0.1,12,8
clientsCronHandleTimeout,1.2000000000000002,0.6000000000000001,0.30000000000000004,12,8
encodeTimeoutKey,1.4000000000000001,0.7000000000000001,0.35000000000000003,24,8
decodeTimeoutKey,1.4000000000000001,0.7000000000000001,0.35000000000000003,24,8
addClientToTimeoutTable,1.8000000000000003,0.9000000000000001,0.45000000000000007,8,8
removeClientFromTimeoutTable,2.0000000000000004,1.0000000000000002,0.5000000000000001,8,8
handleBlockedClientsTimeout,2.6500000000000004,1.35,0.7000000000000002,8,8
getTimeoutFromObjectOrReply,4.25,2.1500000000000004,1.1,28,8
sdsZmallocSize,0.0,0.0,0.0,4,8
getStringObjectSdsUsedMemory,0.2,0.1,0.05,8,8
getStringObjectLen,0.4,0.2,0.1,8,8
dupClientReplyValue,0.4,0.2,0.1,8,8
freeClientReplyValue,0.4,0.2,0.1,8,8
listMatchObjects,0.4,0.2,0.1,16,8
linkClient,0.4,0.2,0.1,8,8
clientSetDefaultAuth,0.4,0.2,0.1,8,8
authRequired,0.4,0.2,0.1,8,8
createClient,1.0,0.5,0.25,8,8
installClientWriteHandler,1.4,0.7,0.35,8,8
putClientInPendingWriteQueue,1.5999999999999999,0.7999999999999999,0.39999999999999997,8,8
prepareClientToWrite,2.8,1.4,0.7,8,8
_addReplyToBuffer,3.4,1.7,0.85,20,8
_addReplyProtoToList,4.4,2.2,1.1,20,8
_addReplyToBufferOrList,5.4,2.7,1.35,20,8
addReply,6.2,3.1,1.55,16,8
addReplySds,6.4,3.2,1.6,12,8
addReplyProto,6.6000000000000005,3.3000000000000003,1.6500000000000001,20,8
addReplyErrorLength,6.800000000000001,3.4000000000000004,1.7000000000000002,20,8
afterErrorReply,10.600000000000001,5.300000000000001,2.6500000000000004,24,8
addReplyErrorObject,10.600000000000001,5.300000000000001,2.6500000000000004,16,8
addReplyOrErrorObject,11.000000000000002,5.500000000000001,2.7500000000000004,16,8
addReplyError,11.000000000000002,5.500000000000001,2.7500000000000004,16,8
addReplyErrorSdsEx,11.000000000000002,5.500000000000001,2.7500000000000004,16,8
addReplyErrorSds,11.000000000000002,5.500000000000001,2.7500000000000004,12,8
addReplyErrorSdsSafe,11.000000000000002,5.500000000000001,2.7500000000000004,12,8
addReplyErrorFormatInternal,11.000000000000002,5.500000000000001,2.7500000000000004,24,8
addReplyErrorFormatEx,11.000000000000002,5.500000000000001,2.7500000000000004,28,8
addReplyErrorFormat,11.000000000000002,5.500000000000001,2.7500000000000004,24,8
addReplyErrorArity,11.000000000000002,5.500000000000001,2.7500000000000004,8,8
addReplyErrorExpireTime,11.000000000000002,5.500000000000001,2.7500000000000004,8,8
addReplyStatusLength,11.000000000000002,5.500000000000001,2.7500000000000004,20,8
addReplyStatus,11.000000000000002,5.500000000000001,2.7500000000000004,16,8
addReplyStatusFormat,11.000000000000002,5.500000000000001,2.7500000000000004,24,8
trimReplyUnusedTailSpace,11.600000000000001,5.800000000000001,2.9000000000000004,8,8
addReplyDeferredLen,12.400000000000002,6.200000000000001,3.1000000000000005,8,8
setDeferredReply,13.600000000000001,6.800000000000001,3.4000000000000004,28,8
setDeferredAggregateLen,14.400000000000002,7.200000000000001,3.6000000000000005,25,8
setDeferredArrayLen,14.400000000000002,7.200000000000001,3.6000000000000005,24,8
setDeferredMapLen,14.800000000000002,7.400000000000001,3.7000000000000006,24,8
setDeferredSetLen,15.000000000000002,7.500000000000001,3.7500000000000004,24,8
setDeferredAttributeLen,15.000000000000002,7.500000000000001,3.7500000000000004,24,8
setDeferredPushLen,15.000000000000002,7.500000000000001,3.7500000000000004,24,8
addReplyDouble,15.650000000000002,7.8500000000000005,3.9500000000000006,16,8
addReplyBigNum,16.05,8.05,4.050000000000001,20,8
addReplyHumanLongDouble,16.45,8.25,4.15,16,8
addReplyLongLongWithPrefix,17.25,8.65,4.3500000000000005,17,8
addReplyLongLong,17.85,8.950000000000001,4.500000000000001,16,8
addReplyAggregateLen,17.85,8.950000000000001,4.500000000000001,20,8
addReplyArrayLen,17.85,8.950000000000001,4.500000000000001,16,8
addReplyMapLen,18.25,9.15,4.6000000000000005,16,8
addReplySetLen,18.45,9.25,4.65,16,8
addReplyAttributeLen,18.45,9.25,4.65,16,8
addReplyPushLen,18.45,9.25,4.65,16,8
addReplyNull,18.849999999999998,9.45,4.75,8,8
addReplyBool,19.65,9.85,4.95,12,8
addReplyNullArray,20.049999999999997,10.049999999999999,5.05,8,8
addReplyBulkLen,20.049999999999997,10.049999999999999,5.05,16,8
addReplyBulk,20.049999999999997,10.049999999999999,5.05,16,8
addReplyBulkCBuffer,20.049999999999997,10.049999999999999,5.05,20,8
addReplyBulkSds,20.049999999999997,10.049999999999999,5.05,12,8
setDeferredReplyBulkSds,20.049999999999997,10.049999999999999,5.05,20,8
addReplyBulkCString,20.449999999999996,10.249999999999998,5.1499999999999995,16,8
addReplyBulkLongLong,20.449999999999996,10.249999999999998,5.1499999999999995,16,8
addReplyVerbatim,21.499999999999996,10.799999999999999,5.449999999999999,28,8
addReplyHelp,21.749999999999996,10.95,5.549999999999999,16,8
addReplySubcommandSyntaxError,21.749999999999996,10.95,5.549999999999999,8,8
AddReplyFromClient,22.749999999999996,11.45,5.799999999999999,16,8
deferredAfterErrorReply,22.999999999999996,11.6,5.899999999999999,16,8
copyReplicaOutputBuffer,23.199999999999996,11.7,5.949999999999998,16,8
clientHasPendingReplies,23.999999999999996,12.1,6.149999999999999,8,8
clientAcceptHandler,24.799999999999997,12.5,6.349999999999999,8,8
acceptCommonHandler,26.4,13.3,6.749999999999999,20,8
freeClientOriginalArgv,26.849999999999998,13.55,6.8999999999999995,8,8
freeClientArgv,27.099999999999998,13.700000000000001,6.999999999999999,8,8
disconnectSlaves,27.349999999999998,13.850000000000001,7.099999999999999,8,8
anyOtherSlaveWaitRdb,27.799999999999997,14.100000000000001,7.249999999999999,8,8
unlinkClient,30.049999999999997,15.250000000000002,7.849999999999999,8,8
clearClientConnectionState,30.65,15.550000000000002,7.999999999999999,8,8
freeClient,34.85,17.650000000000002,9.049999999999999,8,8
freeClientAsync,35.25,17.85,9.149999999999999,8,8
logInvalidUseAndFreeClientAsync,35.25,17.85,9.149999999999999,24,8
beforeNextClient,35.65,18.05,9.249999999999998,8,8
freeClientsInAsyncFreeQueue,36.1,18.3,9.399999999999999,8,8
lookupClientByID,36.300000000000004,18.400000000000002,9.45,8,8
_writevToClient,38.400000000000006,19.500000000000004,10.049999999999999,16,8
_writeToClient,40.400000000000006,20.500000000000004,10.549999999999999,16,8
writeToClient,43.050000000000004,21.850000000000005,11.249999999999998,12,8
sendReplyToClient,43.050000000000004,21.850000000000005,11.249999999999998,8,8
handleClientsWithPendingWrites,44.1,22.400000000000006,11.549999999999999,8,8
resetClient,45.1,22.900000000000006,11.799999999999999,8,8
protectClient,45.300000000000004,23.000000000000007,11.85,8,8
unprotectClient,45.900000000000006,23.300000000000008,12.0,8,8
processInlineBuffer,47.75000000000001,24.250000000000007,12.5,8,8
setProtocolError,49.00000000000001,24.900000000000006,12.85,16,8
processMultibulkBuffer,54.25000000000001,27.550000000000004,14.2,8,8
commandProcessed,55.050000000000004,27.950000000000003,14.399999999999999,8,8
processCommandAndResetClient,55.650000000000006,28.250000000000004,14.549999999999999,8,8
processPendingCommandAndInputBuffer,56.25000000000001,28.550000000000004,14.7,8,8
processInputBuffer,60.50000000000001,30.700000000000003,15.799999999999999,8,8
readQueryFromClient,64.14000000000001,32.52,16.71,8,8
genClientAddrString,64.54000000000002,32.720000000000006,16.810000000000002,24,8
getClientPeerId,64.74000000000002,32.82000000000001,16.860000000000003,8,8
getClientSockname,64.94000000000003,32.92000000000001,16.910000000000004,8,8
catClientInfoString,70.94000000000003,35.92000000000001,18.410000000000004,12,8
getAllClientsInfoString,71.39000000000003,36.17000000000001,18.560000000000002,4,8
validateClientAttr,71.84000000000003,36.42000000000001,18.71,8,8
validateClientName,72.64000000000003,36.82000000000001,18.91,16,8
clientSetName,73.64000000000003,37.32000000000001,19.16,24,8
clientSetNameOrReply,73.84000000000003,37.42000000000001,19.21,16,8
clientSetinfoCommand,75.24000000000004,38.12000000000001,19.560000000000002,8,8
resetCommand,75.64000000000004,38.320000000000014,19.660000000000004,8,8
quitCommand,75.64000000000004,38.320000000000014,19.660000000000004,8,8
clientCommand,101.69000000000004,51.47000000000001,26.360000000000003,8,8
helloCommand,105.74000000000004,53.52000000000001,27.410000000000004,8,8
securityWarningCommand,106.34000000000003,53.82000000000001,27.560000000000002,8,8
retainOriginalCommandVector,106.79000000000003,54.07000000000001,27.71,8,8
redactClientCommandArgument,106.99000000000004,54.17000000000001,27.76,12,8
rewriteClientCommandVector,107.24000000000004,54.32000000000001,27.860000000000003,16,8
replaceClientCommandVector,107.69000000000004,54.57000000000001,28.01,20,8
rewriteClientCommandArgument,108.89000000000004,55.17000000000001,28.310000000000002,20,8
getClientOutputBufferMemoryUsage,109.49000000000004,55.470000000000006,28.46,8,8
getClientMemoryUsage,109.89000000000004,55.67000000000001,28.560000000000002,16,8
getClientType,110.49000000000004,55.970000000000006,28.71,8,8
getClientTypeByName,111.69000000000004,56.57000000000001,29.01,8,8
getClientTypeName,111.89000000000004,56.67000000000001,29.060000000000002,4,8
checkClientOutputBufferLimits,113.69000000000004,57.57000000000001,29.51,8,8
closeClientOnOutputBufferLimitReached,114.69000000000004,58.07000000000001,29.76,12,8
flushSlavesOutputBuffers,115.14000000000004,58.32000000000001,29.91,8,8
updatePausedActions,115.99000000000004,58.77000000000001,30.16,8,8
unblockPostponedClients,116.24000000000004,58.92000000000001,30.26,0,8
pauseClientsByClient,116.84000000000003,59.220000000000006,30.41,8,8
pauseActions,117.24000000000004,59.42000000000001,30.51,12,0
unpauseActions,117.24000000000004,59.42000000000001,30.51,4,0
isPausedActions,117.24000000000004,59.42000000000001,30.51,4,4
isPausedActionsWithUpdate,117.44000000000004,59.52000000000001,30.560000000000002,4,4
processEventsWhileBlocked,117.89000000000004,59.77000000000001,30.71,8,0
getIOPendingCount,117.89000000000004,59.77000000000001,30.71,4,4
setIOPendingCount,117.89000000000004,59.77000000000001,30.71,8,0
IOThreadMain,119.94000000000004,60.92000000000001,31.36,8,8
initThreadedIO,120.99000000000004,61.470000000000006,31.66,8,0
killIOThreads,122.04000000000003,62.02,31.96,8,0
startThreadedIO,122.29000000000003,62.17,32.06,8,0
stopThreadedIO,122.54000000000003,62.32,32.160000000000004,8,0
stopThreadedIOIfNeeded,123.34000000000003,62.72,32.36000000000001,8,4
handleClientsWithPendingWritesUsingThreads,126.64000000000003,64.57,33.46000000000001,8,8
postponeClientRead,127.04000000000003,64.77,33.56000000000001,8,8
handleClientsWithPendingReadsUsingThreads,129.89000000000004,66.36999999999999,34.51000000000001,8,8
getClientEvictionLimit,130.89000000000004,66.86999999999999,34.76000000000001,8,4
evictClients,132.14000000000004,67.52,35.110000000000014,8,8
swapfunc,0.4,0.2,0.1,24,8
med3,1.4,0.7,0.35,32,8
_pqsort,5.23,2.84,1.54,40,8
pqsort,5.23,2.84,1.54,32,8
createSortOperation,0.0,0.0,0.0,12,8
lookupKeyByPattern,2.6400000000000006,1.3200000000000003,0.6600000000000001,24,8
sortCompare,6.040000000000001,3.0200000000000005,1.5100000000000002,16,8
sortCommandGeneric,24.190000000000005,12.470000000000002,6.5600000000000005,12,8
sortroCommand,24.190000000000005,12.470000000000002,6.5600000000000005,8,8
sortCommand,24.190000000000005,12.470000000000002,6.5600000000000005,8,8
anetSetError,0.2,0.1,0.05,24,8
anetGetError,0.4,0.2,0.1,4,4
anetSetBlock,1.4,0.7,0.35,16,8
anetNonBlock,1.4,0.7,0.35,12,8
anetBlock,1.4,0.7,0.35,12,8
anetCloexec,2.0999999999999996,1.1,0.6,4,4
anetKeepAlive,3.3,1.7000000000000002,0.9,16,8
anetSetTcpNoDelay,3.5,1.8000000000000003,0.9500000000000001,16,8
anetEnableTcpNoDelay,3.5,1.8000000000000003,0.9500000000000001,12,8
anetDisableTcpNoDelay,3.5,1.8000000000000003,0.9500000000000001,12,8
anetSendTimeout,3.7,1.9000000000000004,1.0,20,8
anetRecvTimeout,3.9000000000000004,2.0000000000000004,1.05,20,8
anetResolve,4.7,2.4000000000000004,1.25,32,8
anetSetReuseAddr,4.9,2.5000000000000004,1.3,12,8
anetCreateSocket,5.300000000000001,2.7000000000000006,1.4000000000000001,12,8
anetTcpGenericConnect,9.330000000000002,4.890000000000001,2.74,32,8
anetTcpNonBlockConnect,9.330000000000002,4.890000000000001,2.74,20,8
anetTcpNonBlockBestEffortBindConnect,9.330000000000002,4.890000000000001,2.74,28,8
anetUnixGenericConnect,10.380000000000003,5.49,3.24,20,8
anetListen,10.780000000000003,5.69,3.3400000000000003,28,8
anetV6Only,10.980000000000002,5.79,3.39,12,8
_anetTcpServer,13.350000000000001,7.0,4.0200000000000005,28,8
anetTcpServer,13.350000000000001,7.0,4.0200000000000005,24,8
anetTcp6Server,13.350000000000001,7.0,4.0200000000000005,24,8
anetUnixServer,14.150000000000002,7.4,4.220000000000001,24,8
anetGenericAccept,15.000000000000002,7.8500000000000005,4.470000000000001,28,8
anetTcpAccept,16.400000000000002,8.55,4.82,32,8
anetUnixAccept,16.6,8.65,4.87,12,8
anetFdToString,21.28,10.99,6.04,28,8
anetPipe,24.200000000000003,12.45,6.77,16,4
anetSetSockMarkId,24.400000000000002,12.549999999999999,6.819999999999999,16,8
anetIsFifo,24.6,12.649999999999999,6.869999999999999,8,8
RM_Alloc,0.0,0.0,0.0,4,8
RM_TryAlloc,0.0,0.0,0.0,4,8
RM_Calloc,0.0,0.0,0.0,8,8
RM_Realloc,0.0,0.0,0.0,12,8
RM_Free,0.0,0.0,0.0,8,8
RM_Strdup,0.0,0.0,0.0,8,8
poolAllocRelease,0.25,0.15,0.1,8,8
RM_PoolAlloc,1.9000000000000001,1.0,0.55,12,8
moduleAllocTempClient,2.5,1.3,0.7000000000000001,8,8
freeRedisModuleAsyncRMCallPromise,2.7,1.4000000000000001,0.7500000000000001,8,8
moduleReleaseTempClient,3.3000000000000003,1.7000000000000002,0.9000000000000001,8,8
moduleCreateEmptyKey,3.7,1.9000000000000001,1.0000000000000002,12,8
moduleFreeKeyIterator,3.9000000000000004,2.0,1.0500000000000003,8,8
moduleFreeListIterator,4.1000000000000005,2.1,1.1000000000000003,8,8
moduleDelKeyIfEmpty,5.1000000000000005,2.6,1.3500000000000003,8,8
RM_GetApi,5.300000000000001,2.7,1.4000000000000004,16,8
modulePostExecutionUnitOperations,5.9,3.0,1.5500000000000003,0,0
moduleFreeContext,6.7,3.4,1.7500000000000002,8,8
moduleParseReply,6.95,3.55,1.8500000000000003,16,8
moduleCallCommandUnblockedHandler,7.15,3.65,1.9000000000000004,8,8
moduleCreateContext,8.15,4.15,2.1500000000000004,20,8
RedisModuleCommandDispatcher,8.6,4.4,2.3000000000000003,8,8
moduleGetCommandKeysViaAPI,8.6,4.4,2.3000000000000003,28,8
moduleGetCommandChannelsViaAPI,8.6,4.4,2.3000000000000003,28,8
RM_IsKeysPositionRequest,8.6,4.4,2.3000000000000003,8,8
RM_KeyAtPosWithFlags,9.4,4.800000000000001,2.5000000000000004,16,8
RM_KeyAtPos,9.4,4.800000000000001,2.5000000000000004,12,8
RM_IsChannelsPositionRequest,9.4,4.800000000000001,2.5000000000000004,8,8
RM_ChannelAtPosWithFlags,11.0,5.6000000000000005,2.9000000000000004,16,8
isCommandNameValid,11.2,5.7,2.95,8,8
commandFlagsFromString,15.85,8.05,4.15,8,8
RM_CreateCommand,17.25,8.75,4.5,40,8
moduleCreateCommandProxy,18.05,9.15,4.7,40,8
RM_GetCommand,18.45,9.35,4.8,16,8
RM_CreateSubcommand,20.05,10.15,5.2,40,8
moduleCmdHistoryEntryAt,20.05,10.15,5.2,20,8
moduleCmdKeySpecAt,20.05,10.15,5.2,20,8
moduleCmdArgAt,20.05,10.15,5.2,20,8
populateArgsStructure,20.55,10.450000000000001,5.37,8,8
matchAclCategoryFlag,20.75,10.55,5.42,16,8
categoryFlagsFromString,21.4,10.9,5.62,8,8
RM_SetCommandACLCategories,22.0,11.200000000000001,5.7700000000000005,16,8
RM_SetCommandInfo,26.05,13.350000000000001,6.970000000000001,16,8
isPowerOfTwo,26.05,13.350000000000001,6.970000000000001,8,4
moduleValidateCommandInfo,28.55,14.650000000000002,7.670000000000001,8,8
moduleConvertKeySpecsFlags,29.2,15.000000000000002,7.870000000000001,12,8
moduleValidateCommandArgs,31.9,16.400000000000002,8.590000000000002,16,8
moduleCopyCommandArgs,34.05,17.55,9.21,16,8
moduleConvertArgType,34.65,17.85,9.360000000000001,12,8
moduleConvertArgFlags,35.25,18.150000000000002,9.510000000000002,4,4
moduleGetHandleByName,35.25,18.150000000000002,9.510000000000002,8,8
moduleIsModuleCommand,35.65,18.35,9.610000000000001,16,8
moduleListConfigMatch,35.65,18.35,9.610000000000001,16,8
moduleListFree,35.65,18.35,9.610000000000001,8,8
RM_SetModuleAttribs,35.85,18.450000000000003,9.660000000000002,24,8
RM_IsModuleNameBusy,35.85,18.450000000000003,9.660000000000002,8,8
RM_Milliseconds,35.85,18.450000000000003,9.660000000000002,8,4
RM_MonotonicMicroseconds,35.85,18.450000000000003,9.660000000000002,8,8
RM_Microseconds,35.85,18.450000000000003,9.660000000000002,0,4
RM_CachedMicroseconds,35.85,18.450000000000003,9.660000000000002,0,4
RM_BlockedClientMeasureTimeStart,35.85,18.450000000000003,9.660000000000002,8,8
RM_BlockedClientMeasureTimeEnd,36.050000000000004,18.550000000000004,9.710000000000003,8,8
RM_Yield,37.45,19.250000000000004,10.060000000000002,20,8
RM_SetModuleOptions,37.45,19.250000000000004,10.060000000000002,12,8
RM_SignalModifiedKey,37.45,19.250000000000004,10.060000000000002,16,8
RM_AutoMemory,37.45,19.250000000000004,10.060000000000002,8,8
autoMemoryAdd,38.050000000000004,19.550000000000004,10.210000000000003,20,8
autoMemoryFreed,39.50000000000001,20.350000000000005,10.660000000000002,20,8
autoMemoryCollect,40.150000000000006,20.700000000000006,10.860000000000001,8,8
RM_CreateString,40.35000000000001,20.800000000000008,10.910000000000002,20,8
RM_CreateStringPrintf,40.55000000000001,20.90000000000001,10.960000000000003,24,8
RM_CreateStringFromLongLong,40.55000000000001,20.90000000000001,10.960000000000003,16,8
RM_CreateStringFromULongLong,40.55000000000001,20.90000000000001,10.960000000000003,12,8
RM_CreateStringFromDouble,40.55000000000001,20.90000000000001,10.960000000000003,16,8
RM_CreateStringFromLongDouble,40.750000000000014,21.00000000000001,11.010000000000003,20,8
RM_CreateStringFromString,40.95000000000002,21.100000000000012,11.060000000000004,16,8
RM_CreateStringFromStreamID,41.15000000000002,21.200000000000014,11.110000000000005,16,8
RM_FreeString,41.35000000000002,21.300000000000015,11.160000000000005,16,8
RM_RetainString,41.550000000000026,21.400000000000016,11.210000000000006,16,8
RM_HoldString,41.950000000000024,21.600000000000016,11.310000000000006,16,8
RM_StringPtrLen,42.550000000000026,21.900000000000016,11.460000000000006,16,8
RM_StringToLongLong,42.75000000000003,22.000000000000018,11.510000000000007,16,8
RM_StringToULongLong,42.95000000000003,22.10000000000002,11.560000000000008,16,8
RM_StringToDouble,43.150000000000034,22.20000000000002,11.610000000000008,16,8
RM_StringToLongDouble,43.35000000000004,22.300000000000022,11.660000000000009,16,8
RM_StringToStreamID,43.750000000000036,22.50000000000002,11.760000000000009,16,8
RM_StringCompare,43.750000000000036,22.50000000000002,11.760000000000009,16,8
moduleAssertUnsharedString,44.35000000000004,22.800000000000022,11.910000000000009,8,8
RM_StringAppendBuffer,44.55000000000004,22.900000000000023,11.96000000000001,28,8
RM_TrimStringAllocation,44.75000000000004,23.000000000000025,12.01000000000001,8,8
RM_WrongArity,44.75000000000004,23.000000000000025,12.01000000000001,8,8
moduleGetReplyClient,45.55000000000004,23.400000000000023,12.21000000000001,8,8
RM_ReplyWithLongLong,45.75000000000004,23.500000000000025,12.26000000000001,16,8
RM_ReplyWithError,45.950000000000045,23.600000000000026,12.310000000000011,16,8
RM_ReplyWithErrorFormat,46.15000000000005,23.700000000000028,12.360000000000012,24,8
RM_ReplyWithSimpleString,46.35000000000005,23.80000000000003,12.410000000000013,16,8
moduleReplyWithCollection,47.550000000000054,24.40000000000003,12.710000000000013,20,8
RM_ReplyWithArray,47.550000000000054,24.40000000000003,12.710000000000013,16,8
RM_ReplyWithMap,47.550000000000054,24.40000000000003,12.710000000000013,16,8
RM_ReplyWithSet,47.550000000000054,24.40000000000003,12.710000000000013,16,8
RM_ReplyWithAttribute,47.75000000000006,24.500000000000032,12.760000000000014,16,8
RM_ReplyWithNullArray,47.95000000000006,24.600000000000033,12.810000000000015,8,8
RM_ReplyWithEmptyArray,48.15000000000006,24.700000000000035,12.860000000000015,8,8
moduleReplySetCollectionLength,48.95000000000006,25.100000000000033,13.060000000000015,20,8
RM_ReplySetArrayLength,48.95000000000006,25.100000000000033,13.060000000000015,16,8
RM_ReplySetMapLength,48.95000000000006,25.100000000000033,13.060000000000015,16,8
RM_ReplySetSetLength,48.95000000000006,25.100000000000033,13.060000000000015,16,8
RM_ReplySetAttributeLength,49.15000000000006,25.200000000000035,13.110000000000015,16,8
RM_ReplyWithStringBuffer,49.350000000000065,25.300000000000036,13.160000000000016,20,8
RM_ReplyWithCString,49.55000000000007,25.400000000000038,13.210000000000017,16,8
RM_ReplyWithString,49.75000000000007,25.50000000000004,13.260000000000018,16,8
RM_ReplyWithEmptyString,49.950000000000074,25.60000000000004,13.310000000000018,8,8
RM_ReplyWithVerbatimStringType,50.15000000000008,25.700000000000042,13.360000000000019,28,8
RM_ReplyWithVerbatimString,50.15000000000008,25.700000000000042,13.360000000000019,20,8
RM_ReplyWithNull,50.35000000000008,25.800000000000043,13.41000000000002,8,8
RM_ReplyWithBool,50.55000000000008,25.900000000000045,13.46000000000002,12,8
RM_ReplyWithCallReply,51.150000000000084,26.200000000000045,13.61000000000002,16,8
RM_ReplyWithDouble,51.35000000000009,26.300000000000047,13.660000000000021,16,8
RM_ReplyWithBigNumber,51.55000000000009,26.40000000000005,13.710000000000022,20,8
RM_ReplyWithLongDouble,51.75000000000009,26.50000000000005,13.760000000000023,16,8
RM_Replicate,52.80000000000009,27.05000000000005,14.060000000000024,32,8
RM_ReplicateVerbatim,52.80000000000009,27.05000000000005,14.060000000000024,8,8
RM_GetClientId,53.00000000000009,27.150000000000052,14.110000000000024,8,8
RM_GetClientUserNameById,53.40000000000009,27.35000000000005,14.210000000000024,16,8
modulePopulateClientInfoStructure,54.80000000000009,28.05000000000005,14.560000000000024,20,8
modulePopulateReplicationInfoStructure,55.20000000000009,28.25000000000005,14.660000000000023,12,8
RM_GetClientInfoById,55.60000000000009,28.45000000000005,14.760000000000023,16,8
RM_GetClientNameById,55.80000000000009,28.55000000000005,14.810000000000024,16,8
RM_SetClientNameById,56.20000000000009,28.75000000000005,14.910000000000023,16,8
RM_PublishMessage,56.20000000000009,28.75000000000005,14.910000000000023,24,8
RM_PublishMessageShard,56.20000000000009,28.75000000000005,14.910000000000023,24,8
RM_GetSelectedDb,56.20000000000009,28.75000000000005,14.910000000000023,8,8
RM_GetContextFlags,61.80000000000009,31.55000000000005,16.310000000000024,8,8
RM_AvoidReplicaTraffic,61.80000000000009,31.55000000000005,16.310000000000024,0,4
RM_SelectDb,62.00000000000009,31.650000000000052,16.360000000000024,12,8
RM_KeyExists,62.00000000000009,31.650000000000052,16.360000000000024,16,8
moduleInitKey,62.200000000000095,31.750000000000053,16.410000000000025,36,8
moduleInitKeyTypeSpecific,62.4000000000001,31.850000000000055,16.460000000000026,8,8
RM_OpenKey,64.0000000000001,32.650000000000055,16.860000000000024,20,8
RM_GetOpenKeyModesAll,64.0000000000001,32.650000000000055,16.860000000000024,0,4
moduleCloseKey,65.0000000000001,33.150000000000055,17.110000000000024,8,8
RM_CloseKey,65.2000000000001,33.25000000000006,17.160000000000025,8,8
RM_KeyType,65.60000000000011,33.45000000000006,17.260000000000026,8,8
RM_ValueLength,66.00000000000011,33.65000000000006,17.360000000000028,8,8
RM_DeleteKey,66.40000000000012,33.850000000000065,17.46000000000003,8,8
RM_UnlinkKey,66.80000000000013,34.05000000000007,17.56000000000003,8,8
RM_GetExpire,67.20000000000013,34.25000000000007,17.660000000000032,8,8
